AT (C),BEN (ug/m3),BP (mBar),BP (mmHG),CH4 (ppm),CO (ppm),Date,Eth (ug/m3),H2S (ppb),NO (ppb),NO2 (ppb),NO2 (ppm),NOX (ppb),NOx (ppb),NRAD (w/m2),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),RAIN (m/s),RAIN (mm),RH (%),Rain (mm),SD (Degree),SD (w/m2),SO2 (ppb),SOLAR (w/m2),SRAD (w/m2),ST (ppb),TEMP (C),TEMP (Degree),THC (ppm),THCNM (ppm),TNMHC (ppm),TOL (ug/m3),Temp (C),WD (Degree),WD_S (Degree),WS (m/s),WS_S (m/s),mpXy (ug/m3),oXyl (ug/m3),station
,,,-,-,1.12,2019-01-03 11:00:00,,,-,-,,-,,238.61,59,34,-,,,44.41,0.00,22.72,,2,,305.78,,,,-,-,,,27.44,1.42,,3.08,,,,30t
,,,-,-,1.12,2019-01-03 12:00:00,,,-,-,,-,,152.11,59,26,-,,,44.51,0.00,24.32,,2,,207.04,,,,-,-,,,27.31,13.24,,2.73,,,,30t
,,,-,-,1.09,2019-01-03 13:00:00,,,-,-,,-,,115.32,58,25,-,,,45.10,0.00,24.43,,2,,157.73,,,,-,-,,,27.01,9.66,,2.66,,,,30t
,,,-,-,1.09,2019-01-03 14:00:00,,,-,-,,-,,246.06,66,25,-,,,43.96,0.00,24.84,,3,,316.44,,,,-,-,,,27.59,359.77,,3.09,,,,30t
,,,-,-,1.09,2019-01-03 15:00:00,,,-,-,,-,,102.61,69,33,-,,,43.87,0.00,24.35,,2,,150.67,,,,-,-,,,27.59,4.36,,3.05,,,,30t
,,,-,-,1.10,2019-01-03 16:00:00,,,-,-,,-,,52.88,64,36,-,,,45.51,0.00,25.07,,2,,96.34,,,,-,-,,,27.06,5.89,,2.80,,,,30t
,,,-,-,1.18,2019-01-03 17:00:00,,,-,-,,-,,-5.84,54,30,-,,,48.54,0.00,24.34,,2,,19.80,,,,-,-,,,26.68,11.50,,2.19,,,,30t
,,,-,-,-,2019-01-03 18:00:00,,,-,-,,-,,-28.09,-,29,-,,,52.20,0.00,22.02,,-,,0.00,,,,-,-,,,26.00,9.39,,1.79,,,,30t
,,,-,-,1.53,2019-01-03 19:00:00,,,-,-,,-,,-26.69,51,38,-,,,57.24,0.00,22.91,,3,,0.00,,,,-,-,,,25.45,354.31,,2.15,,,,30t
,,,-,-,1.45,2019-01-03 20:00:00,,,-,-,,-,,-21.07,52,48,-,,,58.85,0.00,24.40,,3,,0.00,,,,-,-,,,25.15,6.05,,2.03,,,,30t
,,,-,-,1.39,2019-01-03 21:00:00,,,-,-,,-,,-20.10,50,59,-,,,60.99,0.00,22.40,,3,,0.00,,,,-,-,,,24.77,6.70,,2.37,,,,30t
,,,-,-,1.37,2019-01-03 22:00:00,,,-,-,,-,,-19.26,50,67,-,,,60.45,0.00,21.47,,4,,0.00,,,,-,-,,,24.73,12.81,,2.27,,,,30t
,,,-,-,1.33,2019-01-03 23:00:00,,,-,-,,-,,-20.68,50,69,-,,,60.15,0.00,21.99,,3,,0.00,,,,-,-,,,24.67,3.49,,1.91,,,,30t
,,,-,-,1.26,2019-01-04 00:00:00,,,-,-,,-,,-27.82,49,59,-,,,59.09,0.00,20.24,,2,,0.00,,,,-,-,,,24.56,8.31,,1.80,,,,30t
,,,-,-,1.21,2019-01-04 01:00:00,,,-,-,,-,,-25.64,49,50,-,,,59.14,0.00,20.35,,2,,0.00,,,,-,-,,,24.26,4.49,,2.13,,,,30t
,,,-,-,1.15,2019-01-04 02:00:00,,,-,-,,-,,-27.21,51,47,-,,,56.48,0.00,20.84,,2,,0.00,,,,-,-,,,24.26,3.84,,1.86,,,,30t
,,,-,-,1.11,2019-01-04 03:00:00,,,-,-,,-,,-28.11,52,44,-,,,54.51,0.00,21.26,,2,,0.00,,,,-,-,,,24.30,4.90,,2.20,,,,30t
,,,-,-,1.13,2019-01-04 04:00:00,,,-,-,,-,,-25.02,50,41,-,,,56.43,0.00,20.29,,2,,0.00,,,,-,-,,,23.99,358.37,,2.10,,,,30t
,,,-,-,1.16,2019-01-04 05:00:00,,,-,-,,-,,-25.28,50,31,-,,,56.31,0.00,23.28,,2,,0.00,,,,-,-,,,24.00,6.92,,1.94,,,,30t
,,,-,-,1.19,2019-01-04 06:00:00,,,-,-,,-,,-24.82,47,25,-,,,57.80,0.00,23.22,,2,,0.34,,,,-,-,,,23.76,0.95,,1.78,,,,30t
,,,-,-,1.31,2019-01-04 07:00:00,,,-,-,,-,,18.37,40,30,-,,,57.85,0.00,24.40,,2,,47.50,,,,-,-,,,23.90,3.72,,1.89,,,,30t
,,,-,-,1.32,2019-01-04 08:00:00,,,-,-,,-,,129.86,41,37,-,,,55.85,0.00,24.90,,2,,171.80,,,,-,-,,,25.09,11.69,,1.37,,,,30t
,,,-,-,1.21,2019-01-04 09:00:00,,,-,-,,-,,166.79,47,42,-,,,55.11,0.00,24.60,,2,,220.14,,,,-,-,,,25.90,16.98,,1.54,,,,30t
,,,-,-,1.14,2019-01-04 10:00:00,,,-,-,,-,,201.18,51,37,-,,,54.80,4.00,23.47,,2,,266.34,,,,-,-,,,26.75,13.90,,1.73,,,,30t
,,,-,-,1.13,2019-01-04 11:00:00,,,-,-,,-,,262.89,50,32,-,,,53.40,0.00,29.51,,2,,331.89,,,,-,-,,,27.61,14.17,,1.68,,,,30t
,,,-,-,1.14,2019-01-04 12:00:00,,,-,-,,-,,278.97,53,33,-,,,52.18,0.00,31.50,,2,,357.30,,,,-,-,,,28.41,8.78,,1.71,,,,30t
,,,-,-,1.10,2019-01-04 13:00:00,,,-,-,,-,,167.27,49,37,-,,,51.31,0.00,35.35,,2,,230.82,,,,-,-,,,28.81,28.32,,1.34,,,,30t
,,,-,-,1.26,2019-01-04 14:00:00,,,-,-,,-,,59.08,40,38,-,,,52.75,0.00,24.20,,2,,98.17,,,,-,-,,,28.53,58.53,,1.53,,,,30t
,,,-,-,1.14,2019-01-04 15:00:00,,,-,-,,-,,26.62,40,39,-,,,55.41,0.00,22.86,,2,,58.31,,,,-,-,,,27.99,26.83,,1.13,,,,30t
,,,-,-,1.25,2019-01-04 16:00:00,,,-,-,,-,,-16.20,34,37,-,,,65.28,0.40,38.53,,2,,34.48,,,,-,-,,,26.97,19.97,,0.59,,,,30t
,,,-,-,1.46,2019-01-04 17:00:00,,,-,-,,-,,-25.65,28,39,-,,,73.78,0.00,23.58,,2,,8.24,,,,-,-,,,25.76,26.16,,1.10,,,,30t
,,,-,-,1.64,2019-01-04 18:00:00,,,-,-,,-,,-30.48,28,42,-,,,73.66,0.00,28.02,,2,,0.05,,,,-,-,,,25.41,17.39,,0.76,,,,30t
,,,-,-,-,2019-01-04 19:00:00,,,-,-,,-,,-23.38,-,49,-,,,73.08,0.00,21.26,,-,,0.01,,,,-,-,,,25.26,358.73,,1.27,,,,30t
,,,-,-,1.62,2019-01-04 20:00:00,,,-,-,,-,,-20.61,31,52,-,,,73.69,0.00,22.52,,2,,0.00,,,,-,-,,,24.99,357.33,,1.35,,,,30t
,,,-,-,1.55,2019-01-04 21:00:00,,,-,-,,-,,-21.70,29,55,-,,,75.58,0.00,23.96,,2,,0.00,,,,-,-,,,24.72,3.45,,1.08,,,,30t
,,,-,-,1.50,2019-01-04 22:00:00,,,-,-,,-,,-19.26,35,60,-,,,73.23,0.00,23.31,,2,,0.00,,,,-,-,,,24.77,0.97,,1.67,,,,30t
,,,-,-,1.37,2019-01-04 23:00:00,,,-,-,,-,,-18.95,38,64,-,,,72.82,0.00,24.00,,2,,0.00,,,,-,-,,,24.70,10.27,,1.35,,,,30t
,,,-,-,1.34,2019-01-05 00:00:00,,,-,-,,-,,-18.80,39,62,-,,,73.25,0.00,24.32,,2,,0.00,,,,-,-,,,24.51,13.24,,1.14,,,,30t
,,,-,-,1.35,2019-01-05 01:00:00,,,-,-,,-,,-19.23,38,59,-,,,73.85,0.00,26.47,,2,,0.00,,,,-,-,,,24.22,342.30,,0.61,,,,30t
,,,-,-,1.41,2019-01-05 02:00:00,,,-,-,,-,,-17.79,35,59,-,,,75.06,0.00,50.64,,2,,0.00,,,,-,-,,,23.90,298.29,,0.16,,,,30t
,,,-,-,1.46,2019-01-05 03:00:00,,,-,-,,-,,-18.11,31,64,-,,,76.92,0.00,54.64,,2,,0.00,,,,-,-,,,23.71,277.16,,0.17,,,,30t
,,,-,-,1.37,2019-01-05 04:00:00,,,-,-,,-,,-21.29,32,66,-,,,75.38,0.00,16.70,,2,,0.00,,,,-,-,,,23.75,341.07,,0.96,,,,30t
,,,-,-,1.38,2019-01-05 05:00:00,,,-,-,,-,,-19.41,32,63,-,,,75.55,0.00,18.03,,2,,0.00,,,,-,-,,,23.58,335.84,,0.78,,,,30t
,,,-,-,1.42,2019-01-05 06:00:00,,,-,-,,-,,-20.82,30,56,-,,,77.34,0.20,24.50,,2,,1.01,,,,-,-,,,23.32,357.06,,0.59,,,,30t
,,,-,-,1.47,2019-01-05 07:00:00,,,-,-,,-,,6.39,28,53,-,,,87.08,0.20,30.71,,2,,29.78,,,,-,-,,,22.41,313.05,,0.55,,,,30t
,,,-,-,1.57,2019-01-05 08:00:00,,,-,-,,-,,60.33,28,56,-,,,83.84,0.00,27.02,,2,,89.92,,,,-,-,,,23.19,322.23,,0.87,,,,30t
,,,-,-,1.43,2019-01-05 09:00:00,,,-,-,,-,,177.16,33,62,-,,,72.53,0.00,26.54,,3,,229.01,,,,-,-,,,25.15,346.57,,1.09,,,,30t
,,,-,-,1.31,2019-01-05 10:00:00,,,-,-,,-,,328.76,43,59,-,,,62.03,0.00,24.73,,3,,393.20,,,,-,-,,,26.78,352.79,,1.53,,,,30t
,,,-,-,1.25,2019-01-05 11:00:00,,,-,-,,-,,399.36,53,48,-,,,54.26,0.20,30.14,,2,,473.20,,,,-,-,,,28.63,5.41,,1.61,,,,30t
,,,-,-,1.24,2019-01-05 12:00:00,,,-,-,,-,,259.73,57,37,-,,,54.21,0.00,37.90,,3,,331.77,,,,-,-,,,29.12,21.09,,1.04,,,,30t
,,,-,-,1.29,2019-01-05 13:00:00,,,-,-,,-,,162.82,68,38,-,,,59.28,0.00,35.42,,3,,218.93,,,,-,-,,,28.27,244.00,,1.19,,,,30t
,,,-,-,1.30,2019-01-05 14:00:00,,,-,-,,-,,99.45,71,48,-,,,64.01,0.00,28.09,,3,,142.69,,,,-,-,,,27.45,250.86,,1.38,,,,30t
,,,-,-,1.31,2019-01-05 15:00:00,,,-,-,,-,,87.41,70,57,-,,,65.68,0.00,26.28,,3,,129.12,,,,-,-,,,27.32,259.48,,1.57,,,,30t
,,,-,-,1.32,2019-01-05 16:00:00,,,-,-,,-,,29.10,66,61,-,,,67.11,0.00,22.18,,3,,58.89,,,,-,-,,,27.10,265.93,,1.28,,,,30t
,,,-,-,1.40,2019-01-05 17:00:00,,,-,-,,-,,-4.29,60,64,-,,,68.32,0.00,25.45,,3,,13.42,,,,-,-,,,26.92,266.13,,0.96,,,,30t
,,,-,-,1.57,2019-01-05 18:00:00,,,-,-,,-,,-20.35,50,75,-,,,67.42,0.00,24.93,,3,,0.00,,,,-,-,,,26.63,313.10,,0.67,,,,30t
,,,-,-,1.71,2019-01-05 19:00:00,,,-,-,,-,,-19.36,42,88,-,,,69.32,0.00,38.45,,3,,0.00,,,,-,-,,,26.00,325.98,,0.25,,,,30t
,,,-,-,-,2019-01-05 20:00:00,,,-,-,,-,,-14.99,-,92,-,,,71.53,0.00,66.82,,-,,0.00,,,,-,-,,,25.88,10.71,,0.09,,,,30t
,,,-,-,2.01,2019-01-05 21:00:00,,,-,-,,-,,-13.89,36,93,-,,,71.46,0.00,42.59,,3,,0.00,,,,-,-,,,25.92,45.81,,0.57,,,,30t
,,,-,-,1.88,2019-01-05 22:00:00,,,-,-,,-,,-17.13,36,93,-,,,75.12,0.00,77.16,,2,,0.00,,,,-,-,,,25.53,-,,0.02,,,,30t
,,,-,-,1.86,2019-01-05 23:00:00,,,-,-,,-,,-18.58,30,88,-,,,76.91,0.00,45.51,,2,,0.00,,,,-,-,,,25.31,64.47,,0.21,,,,30t
,,,-,-,1.72,2019-01-06 00:00:00,,,-,-,,-,,-21.63,33,83,-,,,77.38,0.00,50.53,,2,,0.00,,,,-,-,,,25.14,29.21,,0.22,,,,30t
,,,-,-,1.65,2019-01-06 01:00:00,,,-,-,,-,,-22.30,34,86,-,,,79.48,0.00,37.55,,2,,0.00,,,,-,-,,,24.73,5.79,,0.34,,,,30t
,,,-,-,1.61,2019-01-06 02:00:00,,,-,-,,-,,-28.43,32,87,-,,,82.49,0.00,62.35,,3,,0.00,,,,-,-,,,24.25,288.06,,0.12,,,,30t
,,,-,-,1.57,2019-01-06 03:00:00,,,-,-,,-,,-31.21,29,85,-,,,84.50,0.00,29.15,,3,,0.00,,,,-,-,,,23.81,335.18,,0.57,,,,30t
,,,-,-,1.49,2019-01-06 04:00:00,,,-,-,,-,,-27.63,29,73,-,,,85.19,0.00,21.87,,3,,0.00,,,,-,-,,,23.73,24.93,,0.69,,,,30t
,,,-,-,1.49,2019-01-06 05:00:00,,,-,-,,-,,-25.43,27,-,-,,,86.79,0.00,24.49,,3,,0.00,,,,-,-,,,23.67,5.58,,0.46,,,,30t
,,,-,-,1.60,2019-01-06 06:00:00,,,-,-,,-,,-22.81,26,-,-,,,89.33,0.00,23.56,,3,,3.56,,,,-,-,,,23.44,352.04,,0.41,,,,30t
,,,-,-,1.64,2019-01-06 07:00:00,,,-,-,,-,,34.87,27,-,-,,,86.18,0.00,24.34,,3,,60.59,,,,-,-,,,24.05,0.08,,0.63,,,,30t
,,,-,-,1.57,2019-01-06 08:00:00,,,-,-,,-,,104.37,33,-,-,,,77.75,0.00,28.45,,3,,146.62,,,,-,-,,,25.44,12.52,,0.73,,,,30t
,,,-,-,1.50,2019-01-06 09:00:00,,,-,-,,-,,193.39,39,-,-,,,69.48,0.00,30.30,,3,,248.72,,,,-,-,,,27.05,35.50,,0.90,,,,30t
,,,-,-,1.38,2019-01-06 10:00:00,,,-,-,,-,,349.88,51,-,-,,,60.11,0.00,47.17,,5,,417.21,,,,-,-,,,29.19,179.44,,0.87,,,,30t
,,,-,-,1.25,2019-01-06 11:00:00,,,-,-,,-,,506.24,63,12,-,,,57.22,0.00,30.47,,3,,598.10,,,,-,-,,,29.78,212.48,,1.66,,,,30t
,,,-,-,1.18,2019-01-06 12:00:00,,,-,-,,-,,635.40,68,10,-,,,56.00,0.00,32.50,,3,,761.81,,,,-,-,,,30.26,217.28,,1.74,,,,30t
,,,-,-,1.15,2019-01-06 13:00:00,,,-,-,,-,,526.18,70,21,-,,,56.99,0.00,26.65,,3,,664.50,,,,-,-,,,30.08,204.44,,2.12,,,,30t
,,,-,-,1.12,2019-01-06 14:00:00,,,-,-,,-,,377.28,62,34,-,,,57.11,0.00,29.61,,3,,498.49,,,,-,-,,,29.89,205.35,,1.92,,,,30t
,,,-,-,1.08,2019-01-06 15:00:00,,,-,-,,-,,297.03,61,42,-,,,57.99,0.00,29.48,,2,,402.44,,,,-,-,,,29.98,226.18,,1.92,,,,30t
,,,-,-,1.03,2019-01-06 16:00:00,,,-,-,,-,,109.51,56,40,-,,,60.24,0.00,28.71,,5,,187.45,,,,-,-,,,29.26,236.34,,1.69,,,,30t
,,,-,-,1.04,2019-01-06 17:00:00,,,-,-,,-,,-16.48,54,33,-,,,64.73,0.00,27.64,,2,,26.88,,,,-,-,,,28.37,234.41,,1.38,,,,30t
,,,-,-,1.06,2019-01-06 18:00:00,,,-,-,,-,,-40.73,53,31,-,,,70.39,0.00,29.80,,2,,0.00,,,,-,-,,,27.36,266.68,,0.72,,,,30t
,,,-,-,1.19,2019-01-06 19:00:00,,,-,-,,-,,-40.97,45,38,-,,,74.18,0.00,26.50,,2,,0.00,,,,-,-,,,26.73,274.71,,0.29,,,,30t
,,,-,-,1.26,2019-01-06 20:00:00,,,-,-,,-,,-37.69,41,46,-,,,77.86,0.00,49.17,,2,,0.00,,,,-,-,,,26.13,295.68,,0.16,,,,30t
,,,-,-,-,2019-01-06 21:00:00,,,-,-,,-,,-35.30,-,48,-,,,78.80,0.00,35.72,,-,,0.00,,,,-,-,,,25.88,74.93,,0.43,,,,30t
,,,-,-,1.75,2019-01-06 22:00:00,,,-,-,,-,,-34.62,26,54,-,,,79.11,0.00,26.10,,2,,0.00,,,,-,-,,,25.55,70.01,,0.52,,,,30t
,,,-,-,1.67,2019-01-06 23:00:00,,,-,-,,-,,-36.85,25,58,-,,,81.53,0.00,46.63,,2,,0.00,,,,-,-,,,24.98,68.16,,0.23,,,,30t
,,,-,-,1.52,2019-01-07 00:00:00,,,-,-,,-,,-36.63,26,55,-,,,84.04,0.00,59.82,,2,,0.00,,,,-,-,,,24.43,356.18,,0.12,,,,30t
,,,-,-,1.39,2019-01-07 01:00:00,,,-,-,,-,,-34.58,26,52,-,,,85.76,0.00,39.35,,2,,0.00,,,,-,-,,,24.11,26.84,,0.28,,,,30t
,,,-,-,1.26,2019-01-07 02:00:00,,,-,-,,-,,-23.71,27,49,-,,,84.86,0.00,19.36,,3,,0.00,,,,-,-,,,24.06,354.50,,0.95,,,,30t
,,,-,-,1.24,2019-01-07 03:00:00,,,-,-,,-,,-20.73,34,47,-,,,82.93,0.00,20.43,,3,,0.00,,,,-,-,,,24.32,18.42,,0.79,,,,30t
,,,-,-,1.27,2019-01-07 04:00:00,,,-,-,,-,,-29.20,32,55,-,,,87.30,0.00,21.25,,3,,0.00,,,,-,-,,,23.82,25.19,,1.16,,,,30t
,,,-,-,1.27,2019-01-07 05:00:00,,,-,-,,-,,-26.24,31,58,-,,,88.43,0.00,20.51,,5,,0.00,,,,-,-,,,23.77,19.61,,1.04,,,,30t
,,,-,-,1.38,2019-01-07 06:00:00,,,-,-,,-,,-18.57,31,55,-,,,85.63,0.00,21.58,,5,,1.31,,,,-,-,,,24.06,15.83,,0.68,,,,30t
,,,-,-,1.55,2019-01-07 07:00:00,,,-,-,,-,,26.37,33,60,-,,,82.53,0.00,20.04,,6,,49.87,,,,-,-,,,24.57,29.07,,1.11,,,,30t
,,,-,-,1.57,2019-01-07 08:00:00,,,-,-,,-,,138.31,40,69,-,,,76.37,0.00,25.79,,7,,166.60,,,,-,-,,,26.20,25.91,,1.10,,,,30t
,,,-,-,1.33,2019-01-07 09:00:00,,,-,-,,-,,258.24,48,74,-,,,70.50,0.00,26.87,,7,,300.27,,,,-,-,,,27.85,8.03,,1.35,,,,30t
,,,-,-,1.16,2019-01-07 10:00:00,,,-,-,,-,,428.76,61,67,-,,,60.07,0.00,37.34,,7,,487.98,,,,-,-,,,29.97,334.23,,1.35,,,,30t
,,,-,-,1.15,2019-01-07 11:00:00,,,-,-,,-,,429.92,70,58,-,,,54.05,0.00,51.69,,5,,517.81,,,,-,-,,,30.89,49.25,,0.84,,,,30t
,,,-,-,1.25,2019-01-07 12:00:00,,,-,-,,-,,507.83,83,52,-,,,61.48,0.00,28.43,,5,,616.92,,,,-,-,,,30.43,214.81,,1.84,,,,30t
,,,-,-,1.21,2019-01-07 13:00:00,,,-,-,,-,,527.61,94,58,-,,,62.40,0.00,27.15,,5,,665.11,,,,-,-,,,30.38,211.76,,2.29,,,,30t
,,,-,-,1.19,2019-01-07 14:00:00,,,-,-,,-,,419.60,88,63,-,,,63.20,0.00,27.17,,6,,550.43,,,,-,-,,,30.43,210.58,,2.11,,,,30t
,,,-,-,1.16,2019-01-07 15:00:00,,,-,-,,-,,266.22,86,63,-,,,64.01,0.00,28.60,,6,,365.54,,,,-,-,,,29.88,214.41,,2.13,,,,30t
,,,-,-,1.26,2019-01-07 16:00:00,,,-,-,,-,,103.24,85,61,-,,,64.46,0.00,27.04,,6,,180.06,,,,-,-,,,29.42,221.45,,2.09,,,,30t
,,,-,-,1.17,2019-01-07 17:00:00,,,-,-,,-,,-17.36,75,59,-,,,70.85,0.00,30.29,,4,,19.29,,,,-,-,,,28.33,251.41,,1.62,,,,30t
,,,-,-,1.19,2019-01-07 18:00:00,,,-,-,,-,,-34.37,72,51,-,,,75.23,0.00,26.10,,3,,0.00,,,,-,-,,,27.63,260.88,,1.37,,,,30t
,,,-,-,1.18,2019-01-07 19:00:00,,,-,-,,-,,-30.21,67,51,-,,,76.75,0.00,28.15,,3,,0.00,,,,-,-,,,27.35,260.05,,1.24,,,,30t
,,,-,-,1.21,2019-01-07 20:00:00,,,-,-,,-,,-21.96,66,50,-,,,83.47,0.00,31.80,,2,,0.00,,,,-,-,,,27.01,253.26,,1.33,,,,30t
,,,-,-,1.22,2019-01-07 21:00:00,,,-,-,,-,,-21.21,67,49,-,,,80.80,0.00,29.39,,2,,0.00,,,,-,-,,,27.00,259.92,,1.48,,,,30t
,,,-,-,-,2019-01-07 22:00:00,,,-,-,,-,,-26.85,-,47,-,,,81.75,0.00,30.67,,-,,0.00,,,,-,-,,,26.73,256.43,,0.84,,,,30t
,,,-,-,1.30,2019-01-07 23:00:00,,,-,-,,-,,-23.07,44,40,-,,,81.86,0.00,34.85,,2,,0.00,,,,-,-,,,26.66,256.48,,0.51,,,,30t
,,,-,-,1.17,2019-01-08 00:00:00,,,-,-,,-,,-28.35,45,33,-,,,83.62,0.00,32.79,,2,,0.00,,,,-,-,,,26.41,243.68,,0.64,,,,30t
,,,-,-,1.06,2019-01-08 01:00:00,,,-,-,,-,,-28.90,42,31,-,,,83.03,0.00,35.01,,2,,0.00,,,,-,-,,,26.55,231.59,,0.61,,,,30t
,,,-,-,1.06,2019-01-08 02:00:00,,,-,-,,-,,-28.56,35,30,-,,,85.71,0.00,38.04,,2,,0.00,,,,-,-,,,26.17,206.88,,0.29,,,,30t
,,,-,-,1.00,2019-01-08 03:00:00,,,-,-,,-,,-16.39,34,30,-,,,84.81,0.00,36.64,,2,,0.00,,,,-,-,,,26.40,230.25,,0.30,,,,30t
,,,-,-,1.06,2019-01-08 04:00:00,,,-,-,,-,,-19.23,32,28,-,,,80.78,0.00,34.68,,2,,0.00,,,,-,-,,,26.81,204.26,,0.52,,,,30t
,,,-,-,1.06,2019-01-08 05:00:00,,,-,-,,-,,-25.46,34,28,-,,,82.19,0.00,22.19,,2,,0.00,,,,-,-,,,26.56,186.49,,1.18,,,,30t
,,,-,-,1.41,2019-01-08 06:00:00,,,-,-,,-,,-31.58,29,26,-,,,82.98,0.00,15.28,,2,,2.06,,,,-,-,,,26.16,173.46,,0.93,,,,30t
,,,-,-,1.97,2019-01-08 07:00:00,,,-,-,,-,,35.61,18,34,-,,,82.87,0.00,43.18,,2,,56.60,,,,-,-,,,26.47,67.91,,0.39,,,,30t
,,,-,-,1.63,2019-01-08 08:00:00,,,-,-,,-,,90.32,27,52,-,,,79.50,0.00,39.69,,2,,118.25,,,,-,-,,,27.44,161.03,,0.70,,,,30t
,,,-,-,1.32,2019-01-08 09:00:00,,,-,-,,-,,195.10,38,55,-,,,74.88,0.00,25.27,,2,,238.13,,,,-,-,,,28.09,183.24,,1.58,,,,30t
,,,-,-,1.17,2019-01-08 10:00:00,,,-,-,,-,,506.62,47,49,-,,,69.32,0.00,25.61,,2,,585.85,,,,-,-,,,29.19,183.28,,2.23,,,,30t
,,,-,-,1.12,2019-01-08 11:00:00,,,-,-,,-,,558.17,51,45,-,,,67.53,0.00,24.37,,2,,667.80,,,,-,-,,,29.61,184.00,,2.67,,,,30t
,,,-,-,1.09,2019-01-08 12:00:00,,,-,-,,-,,507.90,51,42,-,,,68.15,0.00,26.89,,2,,629.77,,,,-,-,,,29.49,205.50,,2.58,,,,30t
,,,-,-,1.07,2019-01-08 13:00:00,,,-,-,,-,,399.44,42,40,-,,,66.09,0.00,28.21,,2,,508.69,,,,-,-,,,29.57,209.51,,2.29,,,,30t
,,,-,-,1.04,2019-01-08 14:00:00,,,-,-,,-,,205.78,38,35,-,,,66.58,0.00,24.94,,2,,284.68,,,,-,-,,,29.05,191.78,,2.60,,,,30t
,,,-,-,1.13,2019-01-08 15:00:00,,,-,-,,-,,238.71,36,34,-,,,65.57,0.00,26.57,,2,,324.92,,,,-,-,,,29.22,202.44,,2.23,,,,30t
,,,-,-,1.19,2019-01-08 16:00:00,,,-,-,,-,,123.46,37,34,-,,,67.12,0.00,28.10,,2,,212.04,,,,-,-,,,28.98,205.39,,2.10,,,,30t
,,,-,-,1.36,2019-01-08 17:00:00,,,-,-,,-,,-11.87,31,34,-,,,69.83,0.00,27.07,,3,,30.87,,,,-,-,,,28.33,217.45,,1.64,,,,30t
,,,-,-,1.34,2019-01-08 18:00:00,,,-,-,,-,,-37.77,29,35,-,,,72.64,0.00,25.59,,2,,0.03,,,,-,-,,,27.64,222.91,,1.48,,,,30t
,,,-,-,1.25,2019-01-08 19:00:00,,,-,-,,-,,-38.61,31,36,-,,,74.71,0.00,30.71,,2,,0.00,,,,-,-,,,27.35,224.48,,1.02,,,,30t
,,,-,-,1.22,2019-01-08 20:00:00,,,-,-,,-,,-39.43,30,34,-,,,75.55,0.00,31.95,,2,,0.00,,,,-,-,,,27.11,217.36,,0.66,,,,30t
,,,-,-,1.08,2019-01-08 21:00:00,,,-,-,,-,,-30.11,32,33,-,,,78.08,0.00,33.37,,2,,0.00,,,,-,-,,,26.74,236.23,,0.42,,,,30t
,,,-,-,1.11,2019-01-08 22:00:00,,,-,-,,-,,-33.26,26,31,-,,,80.46,0.00,50.02,,2,,0.00,,,,-,-,,,26.18,356.48,,0.41,,,,30t
,,,-,-,-,2019-01-08 23:00:00,,,-,-,,-,,-18.21,-,33,-,,,84.15,0.00,27.58,,-,,0.00,,,,-,-,,,25.53,40.65,,0.69,,,,30t
,,,-,-,1.35,2019-01-09 00:00:00,,,-,-,,-,,-25.36,23,32,-,,,83.99,0.00,31.84,,2,,0.00,,,,-,-,,,25.48,11.40,,0.61,,,,30t
,,,-,-,1.33,2019-01-09 01:00:00,,,-,-,,-,,-32.42,20,30,-,,,85.53,0.00,32.34,,2,,0.00,,,,-,-,,,25.13,358.09,,0.45,,,,30t
,,,-,-,1.33,2019-01-09 02:00:00,,,-,-,,-,,-31.50,17,33,-,,,87.91,0.00,36.07,,2,,0.00,,,,-,-,,,24.63,320.98,,0.38,,,,30t
,,,-,-,1.23,2019-01-09 03:00:00,,,-,-,,-,,-30.03,18,35,-,,,89.24,0.00,36.54,,2,,0.00,,,,-,-,,,24.30,331.30,,0.29,,,,30t
,,,-,-,1.30,2019-01-09 04:00:00,,,-,-,,-,,-28.34,16,34,-,,,90.46,0.00,42.39,,2,,0.00,,,,-,-,,,24.08,43.45,,0.61,,,,30t
,,,-,-,1.19,2019-01-09 05:00:00,,,-,-,,-,,-30.81,17,33,-,,,90.65,0.00,22.68,,2,,0.00,,,,-,-,,,24.04,17.90,,0.89,,,,30t
,,,-,-,1.30,2019-01-09 06:00:00,,,-,-,,-,,-27.34,15,29,-,,,90.87,0.00,30.92,,2,,2.74,,,,-,-,,,23.93,16.83,,0.58,,,,30t
,,,-,-,1.65,2019-01-09 07:00:00,,,-,-,,-,,23.25,15,32,-,,,88.79,0.00,42.22,,3,,53.51,,,,-,-,,,24.54,43.93,,0.64,,,,30t
,,,-,-,1.50,2019-01-09 08:00:00,,,-,-,,-,,208.09,20,41,-,,,78.83,0.00,32.25,,3,,212.57,,,,-,-,,,26.98,19.99,,0.84,,,,30t
,,,-,-,1.21,2019-01-09 09:00:00,,,-,-,,-,,162.90,30,46,-,,,73.97,0.00,40.40,,3,,198.18,,,,-,-,,,28.11,354.90,,0.79,,,,30t
,,,-,-,1.12,2019-01-09 10:00:00,,,-,-,,-,,169.62,37,42,-,,,69.13,0.00,49.20,,4,,217.59,,,,-,-,,,28.62,13.98,,0.60,,,,30t
